name,description,target_amount,minbudget,maxbudget,datedebut,datefin,progress,status,objectivetype,isStatic,completed
Think between.,"National close question discuss.
Director measure about recent international.
Mention yeah two. Table day response many.",7996,3998,11994,2024-12-24,2025-07-22,7.5916045692073,InProgress,TAX_OPTIMIZATION,True,0
Report commercial.,"Human customer box well forward soldier through color. Pm rich fear project far.
Reflect so condition. Politics appear may up report himself arm.",73818,36909,110727,2023-07-21,2026-02-13,26.595125652630504,InProgress,CASH_FLOW,False,0
Create happy foot modern.,Probably improve enjoy six such. Institution candidate carry fast. Their economic late suffer hold. Fire kitchen resource training.,22700,11350,34050,2025-02-22,2025-09-20,0.34612728434733064,Failed,TAX_OPTIMIZATION,True,0
Wide agreement.,"Point figure carry particular help cold wife too. Sport after teacher yard grow opportunity mind. Section successful also cultural.
Federal wait would.",39614,19807,59421,2024-11-15,2026-03-01,48.39954336606817,Failed,CASH_FLOW,True,0
Plan fast though.,"Different war cut want whatever its human. Meet design that remember.
Land listen keep we let tonight toward determine. Natural space hard particular activity after. Answer stand life range across.",7051,3525,10576,2023-06-17,2024-12-04,93.6089623460531,Completed,PROFIT_MARGIN,True,1
Before eye.,"Animal together ten but north beat painting reach. Western use free arm should. Strategy day believe west night help.
Begin whatever serve bad. Southern return simply player.",23827,11913,35740,2024-10-11,2025-08-04,85.57562917060643,InProgress,BUDGET,True,0
Professional member home.,"Commercial ahead between nice minute visit space. Seek air similar account.
Second movie small help. Ago bank activity TV assume close.",41191,20595,61786,2023-07-19,2025-01-04,84.85793991276022,Completed,INVESTMENT,True,1
First side.,"Thought skin dog why. Himself woman stop hand.
End read if we decision. Majority professional agreement tell agreement.",10589,5294,15883,2023-06-11,2026-02-01,8.038769088206443,Failed,CASH_FLOW,True,0
Spend face.,"Gun spend exist safe.
Small together recent technology. Spend similar policy officer sign receive.",34092,17046,51138,2024-09-26,2025-08-08,77.01250820312062,Completed,REVENUE_GROWTH,True,1
Nice safe individual.,"Billion theory economic machine leave. Decide treatment only what will tend couple. Buy upon common charge create.
According push side town. Region eye black.",49910,24955,74865,2024-03-23,2024-09-29,44.3456368612648,InProgress,DEBT_MANAGEMENT,False,0
Authority four.,Ask economy table finish word reduce. Person policy large environmental such bed economic.,2637,1318,3955,2024-12-08,2025-06-18,35.64623154175245,Completed,COST_REDUCTION,False,0
From government.,"Development see include reach ever set institution. Such push treat so society.
Few though never remain east shake bag. Great everyone international past join.",10082,5041,15123,2024-06-18,2025-10-01,85.40329009974221,InProgress,REVENUE_GROWTH,True,1
Husband car.,"Past floor purpose film market off. Question off second list I lead. Glass instead ball state by take technology.
When arm teacher box put. Look wait son surface office.",30198,15099,45297,2023-11-22,2024-04-11,75.01710374122304,InProgress,REVENUE_GROWTH,True,0
Arrive world rock.,"Chance condition TV nation camera focus. Economy recognize travel must.
Anyone to reality set fire. Price two wonder. Participant leader story cell country.",28936,14468,43404,2024-08-10,2025-04-30,67.97346083695511,Failed,CASH_FLOW,True,1
Any letter officer.,"Rock be change partner itself control remember. Civil scene parent see.
Finally card paper scientist. Interview together over indicate health fast level.",52205,26102,78307,2025-01-09,2026-03-22,11.039912472243197,Completed,COST_REDUCTION,False,0
Agent rich.,"Who candidate go couple bed such.
Avoid issue door why stuff too. Sometimes itself religious health myself report rock.",3188,1594,4782,2023-08-26,2025-03-02,48.19730120420465,InProgress,BUDGET,False,0
Cut figure issue.,"Miss citizen size inside live. Risk which fund those the eight foot.
Box at television land accept about control respond. Focus during south. Two result class structure.",76224,38112,114336,2023-07-09,2025-02-16,31.912681518642216,Failed,COST_REDUCTION,False,0
Begin law.,"Impact act try character course issue trial. Miss blue push technology five. Occur none region push.
Stage suddenly body true. Receive idea cause administration current parent.",12176,6088,18264,2024-02-26,2024-05-04,35.820906477910555,Failed,DEBT_MANAGEMENT,False,0
Sit answer work.,Sister actually nation discuss test when. Suggest boy task force worker sometimes interest. Develop paper president usually matter.,41941,20970,62911,2023-11-09,2026-01-10,93.41526176512785,InProgress,TAX_OPTIMIZATION,True,1
Increase expect what.,Specific sign read. Of Mr five people toward enough discussion allow. Support do opportunity on like.,40718,20359,61077,2023-08-30,2023-12-15,21.319713046367582,Completed,DEBT_MANAGEMENT,True,0
One address.,"On single morning goal.
Realize last probably instead or hand central. Responsibility list cause fire consumer poor. Detail citizen again able sell outside itself.",80689,40344,121033,2023-10-12,2024-05-21,21.74068594451115,Failed,PROFIT_MARGIN,False,0
Painting later.,"Upon many bill from late. Ball fight cover customer.
Blue theory training soldier clearly same government. Year play card owner.",48466,24233,72699,2024-09-19,2025-09-02,29.259288943863204,Failed,REVENUE_GROWTH,False,0
Many somebody past.,Policy by need safe nothing. Feel size town parent inside because spring.,55756,27878,83634,2023-10-14,2024-03-07,10.093080494275164,Completed,EXPENSE_CONTROL,True,0
Program player really.,"Government book detail lead herself. Exactly agreement buy red but himself. Form bar one security bank.
Certain build describe call product page child. Issue entire final change mind improve.",9471,4735,14206,2023-06-08,2024-04-24,79.432416796305,InProgress,CASH_FLOW,False,1
Some north how.,Push ground than full. Partner task travel they. Inside evening walk young. Card stock simply laugh bank.,60799,30399,91198,2024-07-17,2024-07-29,58.06539178546964,Completed,REVENUE_GROWTH,True,1
Economic hundred wife could.,"Prepare to political position late point dream. Here wonder stand imagine enter condition. Stay bad hard yes.
Face know think personal. Us culture impact instead fine continue.",52825,26412,79237,2024-01-05,2025-04-29,21.194452101867345,Failed,PROFIT_MARGIN,True,0
Mission happen drive federal.,"Apply class one lose product arrive hit.
Teacher policy tell drive not shoulder. Card indeed various under.",31638,15819,47457,2024-02-03,2024-10-07,28.653861961682004,InProgress,REVENUE_GROWTH,True,0
Among feel thought stock.,"Series bank wide movement. Every determine both. Model plan environment response peace price easy special.
Garden employee worker indicate yes. Almost process despite ask itself.",24500,12250,36750,2024-03-31,2025-01-11,68.20462248357764,Failed,COST_REDUCTION,True,0
Team should current return.,Property professor from use economic marriage time keep. Action quality son box trade class. Far reach because can red issue.,26963,13481,40444,2024-04-11,2025-08-09,73.46834170917157,Completed,EXPENSE_CONTROL,False,0
Possible answer.,"Rock third range most sit help. Large president stage weight month various.
House executive full list. Week matter woman buy cell.",52057,26028,78085,2024-12-22,2025-12-28,18.470922353778573,Failed,TAX_OPTIMIZATION,False,0
Any its way.,"Sign here personal. Without different right admit bed laugh rate. Cup film energy important take those.
Charge into including. Possible paper force others walk. Military floor head red.",39377,19688,59065,2024-08-07,2025-10-21,36.95389959588121,Failed,EXPENSE_CONTROL,True,0
Will floor.,"Treatment assume yeah voice thousand tonight board create. Black ok two physical upon.
Happen from which. Vote firm animal support common easy.
Lot price against father situation future.",16364,8182,24546,2023-04-26,2026-02-11,27.004057442200413,Completed,PROFIT_MARGIN,False,0
Officer responsibility time.,Professional author environmental join section out large. Week under very explain. Thus peace call conference education.,94138,47069,141207,2023-10-30,2025-08-21,74.81559277315093,InProgress,REVENUE_GROWTH,False,0
Land building method.,"Painting rule bring issue. The able education coach official pattern process key. Let me structure house truth.
Likely later I wear. Star force including later heart adult.",20483,10241,30724,2024-08-13,2025-07-28,78.95691007985559,InProgress,INVESTMENT,True,0
Artist blue.,"Office meeting boy on sign. Body their talk body win every available. Safe decade threat teach book century.
Pattern prevent newspaper sit. Behavior continue see example find relationship important.",1100,550,1650,2024-01-17,2025-12-08,2.8665036810044953,InProgress,INVESTMENT,False,0
Yes behavior current price.,"Bar national again enter. Music area participant management perform bad.
Rich fight daughter road here.",81466,40733,122199,2024-12-25,2025-01-28,14.184894585268125,Failed,REVENUE_GROWTH,False,0
You box.,"Weight price even.
Education win hospital to thousand fish follow. Number ok fear pretty commercial start fill teacher.",3830,1915,5745,2025-02-07,2025-06-27,31.872175687144843,InProgress,INVESTMENT,True,0
Half service.,"Brother activity option break. Few send peace cup. Third turn season avoid but media.
Book notice if record. Although employee course.",30254,15127,45381,2024-06-11,2025-10-13,65.87590551735262,Completed,CASH_FLOW,True,0
Wall need level.,National million ok this. Bad crime reach dark though just including. Medical customer civil create rock focus quite to.,8303,4151,12454,2025-01-24,2026-01-29,29.795224145601907,Failed,DEBT_MANAGEMENT,False,0
Ok produce public majority.,"They avoid century light recent natural class. Full population pressure card. Seem message put key must wife thus.
Hear everyone wind development enough. Number continue music name blood learn.",74217,37108,111325,2024-08-14,2025-06-16,98.81209370799931,Failed,REVENUE_GROWTH,False,1
Over defense learn only.,"Any common phone term evidence wife service.
Trial property conference provide. Prove commercial word certain. Improve mention success back customer game.",61685,30842,92527,2023-06-25,2024-03-22,4.0747861766085025,InProgress,DEBT_MANAGEMENT,False,0
Sometimes professional.,"Mrs sign animal black. Investment huge fact vote possible group happy.
Start green peace open agreement simple doctor teach.
Today southern us still western look.",84817,42408,127225,2023-06-22,2023-07-04,74.40838642266736,Completed,BUDGET,True,0
Actually rule how.,Whole hit many role. Feel doctor actually provide strategy yeah sign. Happy professional pattern teacher nearly article keep.,70634,35317,105951,2024-05-19,2025-03-07,8.425793051348318,Failed,INVESTMENT,False,0
Time policy.,Degree garden job space throw find lead. Million in early speech institution in. Tend forward travel total movie learn discuss.,58276,29138,87414,2025-03-25,2025-09-27,38.73773930652879,Completed,INVESTMENT,False,0
Lose above.,"South care generation new daughter be.
Each machine same turn left shake receive. Out protect subject almost choose.
Who deep federal lot position follow. Money another try behavior energy.",62772,31386,94158,2024-05-29,2026-01-04,56.35072621561338,Failed,INVESTMENT,False,1
Might range say according.,"Door off present perhaps return. Provide pull drive fact drop.
Herself consider four protect. What character where.",77298,38649,115947,2025-04-01,2025-05-27,44.750410168714026,Completed,BUDGET,True,0
Practice whom pull.,Particular change security yes model particular. Call early difficult budget fast everyone daughter. Whether concern but rest admit plan assume. Throw pretty toward.,74317,37158,111475,2024-04-20,2025-01-28,86.64735259816844,Completed,INVESTMENT,True,0
Or fear.,"Section wait open high stuff against window.
Customer cover story like. Election occur scientist various once blood. Down big argue issue plan.",90475,45237,135712,2023-08-21,2024-04-16,34.332194707591526,Failed,TAX_OPTIMIZATION,False,0
Republican image special.,"Nation better in speech training impact this. Son hope common sound.
Quality none usually against car help him thousand. Image partner bag. These present figure across own bill beautiful.",60981,30490,91471,2025-03-14,2026-04-13,76.50534217173278,Failed,EXPENSE_CONTROL,False,0
Happy near action.,"Personal item strategy budget. Across sing appear fly data data almost social.
Resource father five act. Later company their finish trial very understand.",44546,22273,66819,2024-02-07,2025-10-09,55.179964737255006,Completed,DEBT_MANAGEMENT,True,0
Know out because.,"Send environmental begin ahead. Coach two watch benefit plan where.
American say consider baby item whom. Movie actually change plan capital majority. Determine cell science truth.",84707,42353,127060,2023-11-28,2024-12-27,22.067123187006754,Completed,PROFIT_MARGIN,False,0
Interview something.,"Visit late natural visit various. Mrs suffer impact deep same. Forward attorney would.
High project picture since.
History yes sometimes visit management relationship board. Attack the only our.",54945,27472,82417,2024-01-20,2024-11-25,74.44364987316176,Completed,EXPENSE_CONTROL,True,0
Ahead like state.,"Energy direction land hard.
Arrive live between ever particular many.
Action weight owner beautiful air allow police however. Thus often stay amount. Grow exactly head among.",24441,12220,36661,2023-10-15,2024-01-20,45.878262722734064,InProgress,REVENUE_GROWTH,True,0
Family alone.,"Book range each plan book officer claim. School because fund walk staff result prove.
Size task hour. Time meet environment even them entire. Season walk business certainly.",58172,29086,87258,2024-03-05,2024-10-08,45.639276774585,Completed,DEBT_MANAGEMENT,True,0
Prepare official.,"Agreement much modern. Race six consider dinner early.
Paper foreign support action affect total professor. Firm either market need.",62746,31373,94119,2024-08-29,2025-01-25,34.07847417347452,Completed,COST_REDUCTION,False,0
Administration event.,"Official wish must prepare. Loss short we reach experience system in.
But big author building home green. Religious number family.
Get fund side determine. Together produce increase soon interest.",47996,23998,71994,2024-03-04,2025-02-24,40.00784699777209,InProgress,INVESTMENT,True,0
Hand.,"Rise us create side best. Receive speak young morning agreement.
Trial stock radio fall research company natural. Fight push chair walk decade interest.",29122,14561,43683,2023-10-05,2025-11-01,35.5527242583761,Failed,PROFIT_MARGIN,False,0
Mean design himself.,"People develop dinner finally affect. Listen explain base hope account. At forward there understand your some.
Scene democratic wear city green challenge various. Reduce month company clearly voice.",24379,12189,36568,2024-01-06,2026-01-17,36.08530783707538,InProgress,INVESTMENT,False,0
Member open.,"Send recent maybe state between community shake.
Commercial back help project war build. Soldier hundred machine challenge. Image at national side billion Mrs body stuff.",4074,2037,6111,2024-01-20,2024-09-07,51.80905987679346,InProgress,INVESTMENT,False,0
Office feeling.,"Performance soldier site stand him buy film. Good voice sell right quality sister win.
Same season they movie strong sound herself. Southern here future particularly outside his management.",89500,44750,134250,2023-05-30,2025-01-21,30.756291504251344,InProgress,CASH_FLOW,False,0
Magazine across couple.,"Study certain who east stay. Mean available loss stand interview develop. East if like stand phone.
Miss fall specific agency attention. Prepare concern result pressure.",86787,43393,130180,2024-11-15,2025-07-07,64.80718638222821,InProgress,TAX_OPTIMIZATION,True,1
Thus building maybe.,"By course claim great. Discussion former force small. Fast today structure. Moment responsibility participant know recently.
Whatever service radio job threat.",63810,31905,95715,2024-09-17,2025-08-28,59.42975382239495,Failed,CASH_FLOW,True,0
Become build.,"Art around people account beyond all. Approach concern environmental forward.
Long eye upon research include candidate response.",76659,38329,114988,2024-06-05,2024-06-18,32.578524492937824,InProgress,TAX_OPTIMIZATION,False,0
Money sport hundred.,Agent have security agree matter soldier impact. Owner huge one become factor pressure.,77010,38505,115515,2024-02-23,2025-05-05,76.71655097962564,InProgress,BUDGET,True,0
Foot both as.,"Cup language Mr. Federal sure year your eye growth ready my. Forward soldier later.
Good subject suddenly of feeling his same. Tend others fish chair part top.",31416,15708,47124,2024-01-13,2024-01-17,89.85735713038453,InProgress,EXPENSE_CONTROL,True,0
Instead civil amount land.,Your unit idea major onto lay which. Follow animal throughout seven although affect. Military the page. Your own prove visit democratic.,83095,41547,124642,2025-01-09,2026-04-18,45.37483576469903,Completed,COST_REDUCTION,False,0
Politics particularly others.,"Tree chance number training no happen family. Mr indicate president too so book. Whatever I south research.
Book American always model small government. Change night so.",77305,38652,115957,2025-03-11,2025-06-12,59.364567497413624,InProgress,CASH_FLOW,True,0
Southern day.,Authority life low guess when wonder second. Letter property employee series. Food however relationship industry.,49594,24797,74391,2025-04-07,2025-08-14,39.66508076235045,Failed,COST_REDUCTION,False,0
Quality brother.,"Discussion weight then manager. Baby become go occur board bring.
Officer girl everyone describe bad black politics. Enter fish deal ready.",12577,6288,18865,2025-02-16,2025-03-16,27.18178299730658,Failed,BUDGET,True,0
Area property.,"Score lose how hotel. Final baby response try finish keep.
Place return continue region. Exist any director find result social. Hour behavior avoid doctor question. Lot glass particularly position.",20458,10229,30687,2023-05-09,2025-03-18,32.462562962248,Failed,PROFIT_MARGIN,True,0
Themselves she source until.,"Difficult decade per focus. Institution still against south read spend.
Box tell cost for. Section drive paper them part. Political yet really question traditional nearly.",25701,12850,38551,2024-01-10,2025-11-07,23.672070290019608,Failed,TAX_OPTIMIZATION,False,0
View street get.,"Water subject build already because they less. When strong not building with program threat.
Away American seek fund. Spring near any tell sister probably. Bring painting also easy easy television.",7847,3923,11770,2025-03-25,2025-06-03,31.963358309864866,InProgress,INVESTMENT,True,0
Purpose region much.,"Offer stuff clearly beautiful. Travel share suddenly remember up main.
Himself notice cultural suddenly public note believe sometimes. Nature south across.",93397,46698,140095,2025-02-25,2025-04-10,10.163211742902655,InProgress,PROFIT_MARGIN,False,0
Remain discover order.,"Rich foreign son economy old compare. Between PM someone concern meeting southern million.
Theory door part amount modern collection prevent. World concern member art wife.",47169,23584,70753,2024-10-15,2025-08-03,9.760666864496393,Failed,DEBT_MANAGEMENT,False,0
Industry establish.,Forward product color charge plan several last. Matter girl hard fast use condition letter. Summer instead site town goal hour enjoy.,12766,6383,19149,2023-06-23,2024-08-29,48.23793728078287,InProgress,INVESTMENT,False,0
Without state.,"Reach only dinner movement less across. Us option thought remember property.
Present author answer. Left and reach voice most. Risk later may price.",95719,47859,143578,2023-04-21,2023-12-29,46.76918295450413,Completed,EXPENSE_CONTROL,True,0
Very.,"Professional treatment husband sign computer firm decision. Year while movie imagine administration.
Ground news quickly close father. Might floor center main contain control.",80564,40282,120846,2024-10-31,2025-10-24,73.7249254156074,Failed,COST_REDUCTION,False,1
Along.,"Bed check beyond night start American. Subject eye must area.
Difference little way example. International risk firm fire attack measure trouble western. Section alone expect.",64217,32108,96325,2024-06-29,2026-01-03,84.49035447082053,InProgress,REVENUE_GROWTH,True,0
Tend.,Book central hit seek analysis respond. Attorney shake will mouth tough for per. Ask exist open whether require against perhaps.,62143,31071,93214,2024-11-20,2025-04-19,53.30375322176965,Failed,COST_REDUCTION,True,0
Parent government general.,"Create do thousand part. During bed trade its. Middle simply American road six.
Again and local.
Happy easy school. Account people peace though now forward later. Behavior one memory.",44661,22330,66991,2024-11-18,2025-03-03,11.311901827279925,Failed,DEBT_MANAGEMENT,True,0
Network movement behind wife.,Expert prevent style meeting past each. Final employee western education nice such them. Reflect laugh lose performance feeling.,37693,18846,56539,2024-02-22,2025-03-25,92.20252105512584,Completed,COST_REDUCTION,True,1
Check hope read.,"These enjoy ground way role. Explain across majority but strong keep hair. Similar upon easy product my. Administration word south dream.
Present pay mean. Stock create clearly degree.",32944,16472,49416,2023-08-05,2025-04-16,44.36948842678481,Failed,DEBT_MANAGEMENT,False,0
Pattern music.,"Positive watch mention six identify money quality.
Tell story recognize change unit travel billion beautiful. Bring from law.",18293,9146,27439,2023-06-17,2025-04-29,88.72987672350835,InProgress,INVESTMENT,False,0
Movement hit.,Notice network information minute use not social. Attack fund board writer serve up understand. Spring very nation position exactly agreement.,92744,46372,139116,2023-08-10,2024-05-19,66.44311101662245,Failed,PROFIT_MARGIN,False,0
Low how.,"Population fight eye whole defense before medical. Age enter former. Fund call show.
Stock off security. Wife fear beat young fight memory their. Tough really each window class.",50009,25004,75013,2023-10-22,2023-11-29,32.529711439046494,InProgress,COST_REDUCTION,True,0
Fish test note late.,"Rest small Congress section support run effort event. Opportunity space break. Strong hundred along control customer.
All soldier floor.",86817,43408,130225,2024-04-17,2025-10-04,97.9398373892191,InProgress,CASH_FLOW,True,0
Significant per.,Suffer result right forward. Coach rise establish including give impact he. Despite something medical fly together.,11246,5623,16869,2024-07-26,2025-07-15,13.406898024059721,InProgress,REVENUE_GROWTH,True,0
Instead price.,"Personal power painting top method deal. Government ahead hour.
Particularly ready me reason fight raise know. Weight sure environmental her stuff. Teacher mean middle skill mother two.",65595,32797,98392,2024-12-22,2025-11-30,44.85885946543997,Failed,DEBT_MANAGEMENT,False,0
Whether economy.,Assume establish performance sea force. System maintain entire item push key. Cover industry central line only media.,82241,41120,123361,2024-04-01,2024-10-29,82.51492817941013,Completed,REVENUE_GROWTH,False,1
Central suddenly.,"Other prove sport official. Democratic follow resource lead and standard.
Lead worry country four future child note. Approach total inside.",57437,28718,86155,2025-01-09,2026-01-20,34.076959518302075,Completed,EXPENSE_CONTROL,True,0
Movement modern.,"Born somebody music heavy. Amount war television mother.
Top pressure fund detail detail. Fill nation goal specific accept the board candidate.",58471,29235,87706,2025-03-05,2025-11-30,77.32702697395789,Completed,PROFIT_MARGIN,True,0
Memory bit guy.,"Section nor authority fill edge current. Edge as might.
Hospital over instead strong teacher official I. Concern building lay everybody rule drop full do.",8820,4410,13230,2024-09-28,2026-02-01,73.48487430887485,InProgress,TAX_OPTIMIZATION,True,0
Since experience look.,"Body north decision. Candidate face choose too surface. Congress task suggest focus quality.
Turn such cost teacher but. Help worker table.",22688,11344,34032,2023-08-22,2025-09-01,6.091958815863963,Completed,COST_REDUCTION,True,0
Movie add.,Television upon could begin practice. Near only question. Society very offer image seven.,9700,4850,14550,2024-01-06,2025-03-02,82.74653276557021,InProgress,TAX_OPTIMIZATION,False,1
Pattern social order.,Safe star few company. Song it ground two. Buy likely paper player out production benefit. Society language authority six part catch low.,31282,15641,46923,2024-09-21,2024-10-15,73.24335928719194,InProgress,COST_REDUCTION,False,1
Work military.,"Money exist despite population gas single. Try win perhaps. Approach nation draw significant series.
Only office also another simply evening. Forget head bad firm increase north together.",5976,2988,8964,2025-02-20,2025-06-28,31.74896583499368,InProgress,EXPENSE_CONTROL,True,0
Cultural whole economy.,"Project sense clear conference central man. Continue important sport next. Business whether rest read.
Thing president choice positive than.",62911,31455,94366,2025-04-19,2025-11-17,47.25963455623089,Completed,REVENUE_GROWTH,False,0
Field nice writer.,"Consider TV rise despite green. Policy benefit play manage run. Why deal pay relationship military throw eight. Where pretty sport security major.
Against relate seven traditional stuff spend wish.",65379,32689,98068,2023-05-27,2025-03-13,94.67751965958891,Failed,COST_REDUCTION,True,1
Who with.,Also recognize mention budget again write. Human adult lawyer force good artist memory.,15273,7636,22909,2023-08-07,2024-12-26,32.820463521398594,Failed,DEBT_MANAGEMENT,True,0
Adult.,Feeling meeting nothing however. Enter guy also music catch. Argue technology third cell hotel.,58510,29255,87765,2024-01-30,2025-09-12,40.957167672169724,InProgress,CASH_FLOW,True,0
Improve choice.,"Watch rest yet. Support quite four life personal identify.
Degree develop another agency price. Quickly quality could toward season.",38305,19152,57457,2025-01-12,2025-07-05,72.03763735389198,Failed,BUDGET,True,0
Among eight.,"This you this less son off its. Reflect be stage. Adult attention nice against likely term partner.
Nation measure job public art along town. Skill reason drug play.",72895,36447,109342,2023-06-08,2024-01-20,55.11463270094309,Failed,INVESTMENT,True,0
Seek development do.,"Probably network south country important hot. Or trial man class again film.
Figure like perhaps letter over course send. Information great stage scientist. Huge draw couple help.",39352,19676,59028,2023-10-06,2025-09-20,22.37915522529782,InProgress,REVENUE_GROWTH,True,0
How technology.,"Others plant boy across blue account. Watch meet his career. Exist whose same day nice.
Issue such water hold market brother. Knowledge assume protect visit.",4293,2146,6439,2024-03-30,2024-06-12,63.29764374267604,InProgress,TAX_OPTIMIZATION,True,1
Threat country scene.,Him knowledge true resource form someone meeting. Family eight always language enough business reality. Food reach business institution around nice. Good choose stock scientist detail.,83418,41709,125127,2023-12-30,2024-06-11,9.711235684533115,InProgress,REVENUE_GROWTH,True,0
Huge century.,"Read small general hit receive site onto.
Stop federal view town.
This right newspaper enough place. Imagine model education guess meet full operation.",3708,1854,5562,2024-09-07,2026-01-02,29.523697095694445,InProgress,PROFIT_MARGIN,True,0
Class prevent every.,Fish information beautiful government. Professor boy rise citizen ask. Compare move radio account only.,78818,39409,118227,2024-03-12,2025-03-09,95.14853812154692,Completed,COST_REDUCTION,True,1
Analysis figure soldier enough.,Development determine exactly art later moment middle. Begin shoulder away skin six our room. Sort natural clear doctor suffer.,72074,36037,108111,2024-09-04,2025-05-03,64.97911014871161,Failed,PROFIT_MARGIN,True,0
Soon indeed bill.,"Economic age would. Heavy authority manager source game kitchen job.
Forget shake condition money. Where claim civil especially college. Late plant there camera father message. At drive spring.",7415,3707,11122,2023-10-29,2026-04-06,60.17670783752437,Completed,TAX_OPTIMIZATION,True,0
End rule.,"Low rock while spend help argue box.
Car politics add ago president in. Audience cell must can man truth more. Up small buy fill inside people best.",34276,17138,51414,2025-04-06,2025-05-19,7.932912425652772,Failed,COST_REDUCTION,False,0
Apply free.,"Keep difficult doctor grow teacher account whole himself. Challenge authority east trade. Audience reveal case design spring team.
Society value write. Avoid garden listen likely choose tend would.",71673,35836,107509,2025-03-23,2025-06-25,28.09261747562789,Completed,REVENUE_GROWTH,False,0
Western material option modern.,"Purpose final various professional side set start. Of might force term effect southern.
Current many nearly land. Organization measure foot someone charge glass.",39827,19913,59740,2025-01-29,2025-12-11,2.555220794131008,Completed,EXPENSE_CONTROL,False,0
Tough born.,"Foreign give magazine there land risk. Speak magazine born talk similar economic. Citizen three fear town.
Right cultural discussion there. Hot summer institution message degree class thus.",87036,43518,130554,2023-06-10,2024-06-17,28.957817648433558,InProgress,TAX_OPTIMIZATION,True,0
Arm begin me.,"Coach plan above everyone. One century rate kind. Right affect leave.
Rule term page attack. Thank tough before either thus. Suddenly key close push traditional Mrs model.",37860,18930,56790,2024-04-04,2025-11-05,53.13388441213972,InProgress,BUDGET,True,0
Own maintain.,"Hair month adult plan move.
Stuff girl anyone light size each force only. Authority weight daughter policy sure trade city night. Road tax tell position girl focus coach.",88280,44140,132420,2024-12-13,2025-12-25,68.82497814946468,Completed,EXPENSE_CONTROL,True,0
Card play.,"Increase treat officer understand economy hope. Traditional west power operation perform maintain.
Thought him along free will rest reveal. Yourself score section kid industry kind doctor.",48430,24215,72645,2023-05-10,2025-04-27,7.137237046745682,InProgress,INVESTMENT,True,0
Window.,"Easy firm teach still local happen very statement. Majority population nation teacher.
Front case child record capital. Community seem already rule look.",23272,11636,34908,2024-04-18,2026-03-07,28.551061477471617,Failed,COST_REDUCTION,True,0
Human nice out.,"Commercial including reason six court more myself. Movie treat little you show.
Central to toward somebody trouble course. Child bring above prevent.",3768,1884,5652,2024-11-10,2025-10-13,19.204970670573275,Failed,CASH_FLOW,True,0
There.,"Although hand vote into box hour. Peace painting director cut.
Morning need ok happen attack someone.
Different speech general president.",42472,21236,63708,2024-05-07,2025-06-07,38.94743965672899,Completed,CASH_FLOW,False,0
Town wind.,Allow respond item lead first star share. Computer especially treatment rock cause lead data. Why from Congress loss few writer owner marriage.,61440,30720,92160,2023-07-20,2025-08-16,13.251166066671939,InProgress,INVESTMENT,False,0
Example tree involve.,"Able million employee term answer them. Worry series ball information three.
Term him officer letter student compare. Investment more early power blood before.",68634,34317,102951,2024-08-25,2024-12-24,66.00940409562797,InProgress,INVESTMENT,False,1
Man suggest.,"Thank cost sense or ready. Police race start any yes. Pull answer particularly star whole.
Event somebody wrong view have call. Professor evening main the professor. Yourself at reduce treat.",11609,5804,17413,2023-12-10,2026-01-14,50.83074953485141,InProgress,BUDGET,True,1
Responsibility mother.,"Why fire give hold political seek. Stand statement cup specific word.
Talk race wrong increase. Though leave both media according.",24614,12307,36921,2024-01-14,2025-08-31,88.42241250069294,Completed,COST_REDUCTION,False,0
Here Democrat hotel.,"Foreign pull book lead. Agency specific single look everyone ability challenge.
Letter national at send. Next big this final contain manager. Different black certain score.",11994,5997,17991,2023-07-23,2025-04-30,29.730199542333335,InProgress,EXPENSE_CONTROL,True,0
Fast stay.,Middle analysis write cause important marriage modern. Down idea learn tax try. Else hair organization cup artist.,65392,32696,98088,2025-02-04,2025-09-22,69.62978372404747,InProgress,COST_REDUCTION,False,0
Bring give will.,"Skin language practice successful voice summer. Structure feel nothing week agree realize give.
Cut point start establish.",76777,38388,115165,2024-12-27,2025-01-28,66.16080686471334,Completed,DEBT_MANAGEMENT,True,0
Require cut.,"Fish message there young. Skill ground edge name result.
Wonder born sound huge admit. Dinner book because ahead series family fast.",84821,42410,127231,2024-07-08,2025-09-23,67.66011231419077,Failed,EXPENSE_CONTROL,True,1
Campaign program.,"At summer traditional walk break discussion reveal available. Appear player system. Effect off nor past weight point field.
Use area citizen power fly music. Condition training lay son letter arm.",58581,29290,87871,2025-03-13,2025-05-31,86.53996808657209,Completed,EXPENSE_CONTROL,True,1
Free several ready.,"Town success parent international hot edge budget.
Wrong tough event later dark because sense class. Region start just central imagine TV first write. Great try stuff head stand red yeah do.",26167,13083,39250,2024-11-27,2025-03-17,88.70490119601064,Failed,DEBT_MANAGEMENT,False,0
Could difficult free.,"Size view financial old. Shoulder story leave put offer way shoulder raise.
Power PM century town debate surface pattern. Behavior perhaps man hope maintain energy series.",95996,47998,143994,2025-01-02,2025-05-27,35.380328288362115,Completed,EXPENSE_CONTROL,False,0
Benefit bring.,"Subject when southern address learn. Particularly only increase adult.
Who physical war consider give month stay try.",65692,32846,98538,2023-10-01,2025-02-12,13.94156642046357,Failed,DEBT_MANAGEMENT,False,0
